systemId,Code,Quantity,Amount,Sale Date,Transaction ID
20064,1081,18,708.840000000,2022-03-04,381172
26339,1048,24,1047.360000000,2022-03-04,381168
26339,1081,30,1181.400000000,2022-03-04,381168
19939,787,18,486.000000000,2022-03-04,381551
17315,909,5,288.900000000,2022-03-04,381617
27346,1112,1,8.680000000,2022-03-04,381598
27346,1130,1,5.790000000,2022-03-04,381598
16853,850,8,320.800000000,2022-03-05,381584
16853,9337,24,571.680000000,2022-03-05,381584
7991,1120,20,387.600000000,2022-03-05,381575
7991,9524,20,132.200000000,2022-03-05,381575
7991,9525,24,266.640000000,2022-03-05,381575
7991,9527,16,158.880000000,2022-03-05,381575
7991,9528,20,130.200000000,2022-03-05,381575
7991,9549,22,186.780000000,2022-03-05,381575
7991,9550,22,172.260000000,2022-03-05,381575
23296,1057,8,262.800000000,2022-03-05,381506
22840,594,8,230.640000000,2022-03-05,381564
11325,1095,12,483.600000000,2022-03-05,381530
14492,594,18,563.400000000,2022-03-05,381566
26275,908,7,248.010000000,2022-03-05,381475
4321,594,18,563.400000000,2022-03-05,381589
21427,1058,5,145.250000000,2022-03-05,381606
21427,9337,12,291.840000000,2022-03-05,381606
8580,594,8,274.400000000,2022-03-05,381638
23346,594,8,274.400000000,2022-03-05,381639
15167,787,2,57.940000000,2022-03-05,381593
27137,1120,12,232.560000000,2022-03-05,381668
27137,9525,12,133.320000000,2022-03-05,381668
27137,9549,22,186.780000000,2022-03-05,381668
18753,1057,16,489.920000000,2022-03-05,381534
25826,1081,24,884.880000000,2022-03-05,381685
15446,1058,6,159.240000000,2022-03-05,381542
16549,9337,12,285.840000000,2022-03-05,381469
17170,1081,12,442.440000000,2022-03-05,381541
26217,9337,3,74.220000000,2022-03-05,381607
25488,9337,2,49.480000000,2022-03-05,381609
22394,594,4,131.960000000,2022-03-05,381561
22394,908,2,70.860000000,2022-03-05,381561
21043,1081,12,472.560000000,2022-03-05,381438
16603,594,24,791.760000000,2022-03-05,381628
16064,594,24,791.760000000,2022-03-05,381556
11764,594,6,197.940000000,2022-03-05,381661
11764,9574,2,118.220000000,2022-03-05,381661
16626,9525,12,123.240000000,2022-03-05,381453
21988,9337,12,285.840000000,2022-03-05,381537
27349,1120,100,1430.000000000,2022-03-05,381670
8201,1054,8,353.280000000,2022-03-05,381576
26503,594,6,197.940000000,2022-03-05,381682
13797,9337,54,1408.320000000,2022-03-05,381450
7853,594,18,593.820000000,2022-03-05,381560
7853,1058,6,174.300000000,2022-03-05,381560
21419,1116,18,202.500000000,2022-03-05,381627
21419,9525,12,133.320000000,2022-03-05,381627
21419,9527,16,158.880000000,2022-03-05,381627
21419,9549,22,186.780000000,2022-03-05,381627
24366,1081,30,1106.100000000,2022-03-05,381686
23085,850,4,166.320000000,2022-03-05,381647
23048,9527,16,0.000000000,2022-03-05,381559
23048,9525,60,666.600000000,2022-03-05,381543
25280,1081,18,663.660000000,2022-03-05,381683
17096,594,14,426.860000000,2022-03-05,381462
17878,1120,20,370.200000000,2022-03-05,381533
18831,1120,10,185.200000000,2022-03-05,381516
26204,1058,6,161.400000000,2022-03-05,381621
19847,1048,6,257.220000000,2022-03-05,381461
22494,594,12,375.600000000,2022-03-05,381567
22494,850,2,83.160000000,2022-03-05,381567
15833,594,12,345.960000000,2022-03-05,381520
19329,1101,8,310.560000000,2022-03-05,381612
24730,1081,24,884.880000000,2022-03-05,381684
4744,787,12,359.880000000,2022-03-05,381521
4744,1058,6,181.020000000,2022-03-05,381521
20669,594,12,375.600000000,2022-03-05,381536
19623,9525,12,127.320000000,2022-03-05,381695
17315,909,5,294.500000000,2022-03-05,381700
17315,850,8,352.000000000,2022-03-05,381468
17315,909,10,589.000000000,2022-03-05,381468
16948,594,6,179.460000000,2022-03-07,381600
27120,9337,12,291.720000000,2022-03-07,381701
22830,1057,16,490.080000000,2022-03-07,381725
9892,594,18,593.820000000,2022-03-07,381655
25503,1120,30,552.300000000,2022-03-07,381455
19065,1120,10,184.100000000,2022-03-07,381458
19068,1120,20,368.200000000,2022-03-07,381459
19066,1120,20,368.200000000,2022-03-07,381454
3738,594,12,345.840000000,2022-03-07,381645
26613,1120,10,184.100000000,2022-03-07,381570
26613,9524,20,125.600000000,2022-03-07,381570
26613,9525,12,126.600000000,2022-03-07,381570
26613,9549,22,177.540000000,2022-03-07,381570
23557,9524,20,132.200000000,2022-03-07,381714
23557,9525,12,133.320000000,2022-03-07,381714
23117,9525,12,133.320000000,2022-03-07,381558
24456,9524,20,132.200000000,2022-03-07,381514
24456,9525,12,133.320000000,2022-03-07,381514
16539,1117,18,232.560000000,2022-03-07,381526
16539,9549,22,186.780000000,2022-03-07,381526
24527,1117,18,232.560000000,2022-03-07,381553
24527,9549,22,186.780000000,2022-03-07,381553
21087,9525,24,266.640000000,2022-03-07,381673
25434,9337,36,938.880000000,2022-03-07,381591
16577,1120,10,193.800000000,2022-03-07,381640
16577,9524,20,132.200000000,2022-03-07,381640
16577,9525,12,133.320000000,2022-03-07,381640
20388,1120,10,193.800000000,2022-03-07,381625
20388,9549,22,186.780000000,2022-03-07,381625
22138,1120,20,387.600000000,2022-03-07,381512
22138,9525,12,129.240000000,2022-03-07,381512
6675,1120,10,180.800000000,2022-03-07,381709
5471,9337,12,287.760000000,2022-03-07,381721
25795,1120,20,370.400000000,2022-03-07,381508
5632,614,1,244.000000000,2022-03-07,381535
5632,1057,16,539.840000000,2022-03-07,381535
5139,1117,18,220.140000000,2022-03-07,381649
5139,9549,22,183.260000000,2022-03-07,381649
26241,9337,18,437.580000000,2022-03-07,381574
19359,1120,20,370.400000000,2022-03-07,381522
23869,1120,10,179.100000000,2022-03-07,381347
23870,1120,10,179.100000000,2022-03-07,381346
18823,1120,10,188.600000000,2022-03-07,381569
18823,9525,12,133.320000000,2022-03-07,381569
18823,9527,16,158.880000000,2022-03-07,381569
18823,9549,22,183.260000000,2022-03-07,381569
6916,594,6,172.980000000,2022-03-07,381583
18977,9525,144,1540.800000000,2022-03-07,381693
18977,9549,22,174.900000000,2022-03-07,381693
23317,9524,20,132.200000000,2022-03-07,381498
23317,9525,12,123.240000000,2022-03-07,381498
23317,9549,22,174.900000000,2022-03-07,381498
21424,9524,20,132.200000000,2022-03-07,381496
21424,9525,12,133.320000000,2022-03-07,381496
18576,9524,20,132.200000000,2022-03-07,381603
18576,9525,12,133.320000000,2022-03-07,381603
18576,9527,16,158.880000000,2022-03-07,381603
23125,9525,48,533.280000000,2022-03-07,381620
23125,9528,20,130.200000000,2022-03-07,381620
21469,9549,22,186.780000000,2022-03-07,381716
5249,1120,1,18.540000000,2022-03-07,381776
5398,594,24,737.760000000,2022-03-07,381908
19939,1120,1,19.380000000,2022-03-07,382095
2145,594,1,32.990000000,2022-03-07,382114
2713,9525,36,399.960000000,2022-03-08,382035
2713,9549,44,373.560000000,2022-03-08,382035
26026,1120,3,56.970000000,2022-03-08,381814
8924,594,6,197.940000000,2022-03-08,381851
26371,1057,16,489.920000000,2022-03-08,381917
26426,9337,6,148.920000000,2022-03-08,381756
21494,1120,200,2860.000000000,2022-03-08,382074
7332,9337,6,156.480000000,2022-03-08,381919
26243,9525,24,0.000000000,2022-03-08,381956
26243,1117,18,225.180000000,2022-03-08,381949
26243,9525,180,1908.000000000,2022-03-08,381949
14951,1081,16,630.080000000,2022-03-08,381827
21086,1117,18,232.560000000,2022-03-08,381826
21086,1120,1,19.380000000,2022-03-08,381826
21086,9527,16,158.880000000,2022-03-08,381826
25151,9337,6,156.480000000,2022-03-08,381796
23129,9549,22,186.780000000,2022-03-08,381811
8844,1120,10,193.800000000,2022-03-08,381786
8844,9524,20,132.200000000,2022-03-08,381786
13076,9524,20,132.200000000,2022-03-08,381767
13076,9525,12,133.320000000,2022-03-08,381767
13076,9527,16,158.880000000,2022-03-08,381767
18625,9524,20,132.200000000,2022-03-08,381790
18625,9525,12,133.320000000,2022-03-08,381790
18625,9527,16,158.880000000,2022-03-08,381790
18625,9549,22,186.780000000,2022-03-08,381790
4897,1072,5,263.750000000,2022-03-08,381925
4897,1081,18,708.840000000,2022-03-08,381925
4897,9547,5,232.150000000,2022-03-08,381925
27353,594,18,563.220000000,2022-03-08,382089
4584,594,1,32.990000000,2022-03-08,381777
24835,1058,5,145.250000000,2022-03-08,382002
13731,850,1,41.580000000,2022-03-08,381857
13731,1054,1,46.560000000,2022-03-08,381857
13731,1057,16,539.840000000,2022-03-08,381857
7695,1057,24,809.760000000,2022-03-08,381973
25933,1048,4,174.560000000,2022-03-08,381863
22440,1101,8,301.840000000,2022-03-08,381943
17089,594,6,172.980000000,2022-03-08,381898
8201,1054,8,353.280000000,2022-03-08,382053
11442,594,24,791.760000000,2022-03-08,382045
11442,1058,6,174.300000000,2022-03-08,382045
7955,850,4,166.320000000,2022-03-08,381885
7955,1058,6,174.300000000,2022-03-08,381885
7955,1116,108,1215.000000000,2022-03-08,381885
11820,9337,12,312.960000000,2022-03-08,382075
5019,9337,12,291.840000000,2022-03-08,381921
15633,9549,22,186.780000000,2022-03-08,382072
15802,9525,12,133.320000000,2022-03-08,382059
23862,594,18,563.400000000,2022-03-08,382100
23862,850,8,332.640000000,2022-03-08,382100
23862,594,2,0.000000000,2022-03-08,382123
10863,594,12,395.880000000,2022-03-08,381929
21892,9337,6,156.480000000,2022-03-08,382031
14243,594,6,172.980000000,2022-03-08,381901
15470,594,6,187.800000000,2022-03-08,381902
23985,594,24,751.200000000,2022-03-08,381914
14492,850,8,332.640000000,2022-03-08,382028
15189,1072,6,338.100000000,2022-03-08,381957
20180,1095,12,483.600000000,2022-03-08,382005
26465,1048,12,523.680000000,2022-03-08,382027
21427,9337,6,145.920000000,2022-03-08,381965
19425,1058,2,58.100000000,2022-03-08,382000
15991,594,36,1187.640000000,2022-03-08,381948
11680,594,18,593.820000000,2022-03-08,382042
4324,1058,6,174.300000000,2022-03-08,382060
12899,594,6,172.980000000,2022-03-08,382066
23802,594,2,65.980000000,2022-03-08,382128
24928,1117,10,122.300000000,2022-03-08,382039
24928,1130,10,50.200000000,2022-03-08,382039
11792,594,12,395.880000000,2022-03-08,382052
15742,594,6,197.940000000,2022-03-08,382056
8271,9337,6,167.940000000,2022-03-08,381967
24916,1057,16,489.920000000,2022-03-08,381906
19561,1081,6,236.280000000,2022-03-08,381809
4744,1058,6,181.020000000,2022-03-08,381975
4744,9337,6,167.940000000,2022-03-08,381975
19777,594,12,395.880000000,2022-03-08,382040
6249,594,72,2375.280000000,2022-03-08,381815
9702,1095,30,1209.000000000,2022-03-08,381864
18876,1058,18,522.900000000,2022-03-08,381896
18876,9337,60,1564.800000000,2022-03-08,381896
19817,594,12,395.880000000,2022-03-08,381819
20141,594,30,989.700000000,2022-03-08,381803
12706,1120,10,193.800000000,2022-03-08,381966
12706,9524,20,132.200000000,2022-03-08,381966
12706,9525,24,266.640000000,2022-03-08,381966
19272,9576,12,296.880000000,2022-03-08,382096
26339,1072,6,338.100000000,2022-03-08,381900
22494,594,12,375.600000000,2022-03-08,382049
22494,850,2,83.160000000,2022-03-08,382049
12436,594,6,197.940000000,2022-03-08,381774
21832,850,1,41.580000000,2022-03-08,381994
17096,594,6,172.980000000,2022-03-08,381899
19845,1072,2,108.680000000,2022-03-08,381999
16879,594,12,408.240000000,2022-03-08,381970
26357,1095,6,238.500000000,2022-03-08,381904
19444,594,6,197.940000000,2022-03-08,381946
12432,9524,20,132.200000000,2022-03-08,381855
12432,9525,12,133.320000000,2022-03-08,381855
12432,9549,22,186.780000000,2022-03-08,381855
25795,1120,20,370.400000000,2022-03-08,381871
19089,1120,10,184.100000000,2022-03-08,381456
19064,1120,10,184.100000000,2022-03-08,381457
5046,594,6,205.800000000,2022-03-08,382121
5046,1058,6,174.600000000,2022-03-08,382121
5046,1117,18,232.560000000,2022-03-08,382121
8580,594,8,274.400000000,2022-03-08,382098
21748,9525,36,399.960000000,2022-03-08,382024
21748,9527,32,317.760000000,2022-03-08,382024
21748,9549,22,186.780000000,2022-03-08,382024
21245,9525,12,133.320000000,2022-03-08,381800
15928,9337,6,145.860000000,2022-03-08,381987
18573,1120,10,193.800000000,2022-03-08,382063
18573,9524,10,66.100000000,2022-03-08,382063
18573,9525,6,66.660000000,2022-03-08,382063
18573,9549,11,93.390000000,2022-03-08,382063
22446,1120,10,193.800000000,2022-03-08,381923
19253,594,24,791.760000000,2022-03-08,381878
5008,594,18,539.100000000,2022-03-08,381932
22931,1058,5,145.250000000,2022-03-08,381996
20833,594,18,563.220000000,2022-03-08,382091
15152,9525,12,133.320000000,2022-03-08,382076
11997,9524,20,132.200000000,2022-03-08,381954
11997,9525,12,133.320000000,2022-03-08,381954
11997,9549,22,186.780000000,2022-03-08,381954
23836,594,8,250.400000000,2022-03-08,381846
11483,594,60,2038.800000000,2022-03-08,382048
11208,1095,18,698.400000000,2022-03-08,381892
25145,9524,40,264.400000000,2022-03-08,381920
25145,9525,36,399.960000000,2022-03-08,381920
25145,9527,16,158.880000000,2022-03-08,381920
25145,9549,22,186.780000000,2022-03-08,381920
7209,594,6,197.940000000,2022-03-08,381799
4015,9525,36,399.960000000,2022-03-08,382102
4015,9527,16,158.880000000,2022-03-08,382102
25521,594,6,172.980000000,2022-03-08,381895
23289,9528,20,130.200000000,2022-03-08,381770
23289,9549,10,84.900000000,2022-03-08,381770
26602,9525,24,300.720000000,2022-03-08,381798
26602,9527,16,164.160000000,2022-03-08,381798
26602,9528,20,137.000000000,2022-03-08,381798
25675,594,24,791.760000000,2022-03-08,382116
25675,1048,24,1047.360000000,2022-03-08,382116
3626,1058,11,319.550000000,2022-03-08,382198
21401,909,1,54.360000000,2022-03-08,382282
23507,594,6,205.260000000,2022-03-08,381972
26743,594,6,197.940000000,2022-03-08,381821
26743,850,4,166.320000000,2022-03-08,381821
26743,1048,6,261.840000000,2022-03-08,381821
5398,594,1,30.740000000,2022-03-08,382465
18557,9527,16,158.880000000,2022-03-09,382182
18557,9549,22,186.780000000,2022-03-09,382182
21076,1120,20,370.400000000,2022-03-09,382197
21076,9525,12,133.320000000,2022-03-09,382197
4098,1101,40,1415.200000000,2022-03-09,382395
15474,1054,1,46.560000000,2022-03-09,382401
24048,9337,18,445.500000000,2022-03-09,382215
15618,1120,10,193.800000000,2022-03-09,382006
15618,9525,12,133.320000000,2022-03-09,382006
12696,9525,12,133.320000000,2022-03-09,381852
18652,1120,10,193.800000000,2022-03-09,381905
18652,9524,20,132.200000000,2022-03-09,381905
18652,9525,12,133.320000000,2022-03-09,381905
3891,9337,36,1043.640000000,2022-03-09,382265
19291,9337,12,292.200000000,2022-03-09,382314
21687,594,24,791.760000000,2022-03-09,382372
27363,594,6,172.980000000,2022-03-09,382473
11983,1120,5,90.500000000,2022-03-09,382463
18564,1120,24,465.120000000,2022-03-09,382390
18564,9524,20,132.200000000,2022-03-09,382390
18564,9525,24,266.640000000,2022-03-09,382390
18564,9549,22,186.780000000,2022-03-09,382390
17173,1116,18,202.500000000,2022-03-09,382231
17173,9527,16,158.880000000,2022-03-09,382231
19231,9524,20,132.200000000,2022-03-09,382250
19231,9525,12,133.320000000,2022-03-09,382250
25301,9524,20,132.200000000,2022-03-09,382209
21673,9524,20,132.200000000,2022-03-09,382339
21673,9525,12,133.320000000,2022-03-09,382339
2498,9525,48,533.280000000,2022-03-09,382061
27236,907,18,602.280000000,2022-03-09,382287
20064,1048,12,523.680000000,2022-03-09,382268
20064,1081,18,708.840000000,2022-03-09,382268
10552,1058,6,174.300000000,2022-03-09,382155
19865,850,2,85.380000000,2022-03-09,382281
19865,909,2,117.800000000,2022-03-09,382281
19865,9344,4,170.760000000,2022-03-09,382281
12320,1054,1,46.560000000,2022-03-09,382438
12320,1058,4,116.200000000,2022-03-09,382438
20885,9337,12,296.880000000,2022-03-09,382337
6954,9337,12,291.720000000,2022-03-09,382357
27253,1120,1,0.000000000,2022-03-09,382460
27253,1120,50,969.000000000,2022-03-09,382397
27253,9527,16,158.880000000,2022-03-09,382397
27253,9577,22,213.400000000,2022-03-09,382397
24813,594,24,751.200000000,2022-03-09,382220
14652,1120,10,193.800000000,2022-03-09,381877
14652,9524,20,132.200000000,2022-03-09,381877
14652,9527,16,158.880000000,2022-03-09,381877
14652,9549,22,186.780000000,2022-03-09,381877
20933,1120,10,193.800000000,2022-03-09,382092
20933,9527,16,158.880000000,2022-03-09,382092
21117,9525,12,133.320000000,2022-03-09,382165
26579,1117,18,221.040000000,2022-03-09,382208
26579,9524,40,248.800000000,2022-03-09,382208
26579,9525,24,247.920000000,2022-03-09,382208
26579,9549,22,179.960000000,2022-03-09,382208
3650,850,4,166.320000000,2022-03-09,382219
4593,594,30,939.000000000,2022-03-09,382346
16554,594,42,1210.440000000,2022-03-09,382192
22242,1116,18,202.500000000,2022-03-09,382297
13528,594,15,481.200000000,2022-03-09,382415
24835,1058,6,174.300000000,2022-03-09,382212
18308,1120,10,193.800000000,2022-03-09,382336
18308,9524,20,132.200000000,2022-03-09,382336
18308,9525,12,133.320000000,2022-03-09,382336
18308,9527,16,158.880000000,2022-03-09,382336
18308,9549,22,186.780000000,2022-03-09,382336
27366,9337,12,297.000000000,2022-03-09,382487
23110,9525,36,399.960000000,2022-03-09,382236
7899,594,12,345.840000000,2022-03-09,382367
7991,1120,20,387.600000000,2022-03-09,382134
7991,9525,24,266.640000000,2022-03-09,382134
7991,9527,16,158.880000000,2022-03-09,382134
7991,9528,20,130.200000000,2022-03-09,382134
7991,9549,22,186.780000000,2022-03-09,382134
7991,9550,22,172.260000000,2022-03-09,382134
