systemId,Code,Quantity,Amount,Sale Date,Transaction ID
28526,1120,10,224.300000000,2022-10-06,431800
22913,9596,16,232.800000000,2022-10-06,431939
21295,1112,20,177.800000000,2022-10-06,431769
17198,1112,20,177.800000000,2022-10-06,431805
17198,9549,22,212.740000000,2022-10-06,431805
17198,9596,16,232.800000000,2022-10-06,431805
5604,594,30,960.000000000,2022-10-06,431895
5604,1058,9,270.270000000,2022-10-06,431895
28512,1115,7,104.510000000,2022-10-06,431878
28512,1120,10,224.300000000,2022-10-06,431878
25833,594,6,233.220000000,2022-10-06,431955
27909,1113,1,16.170000000,2022-10-06,431751
27909,1117,1,17.600000000,2022-10-06,431751
28511,1115,4,59.720000000,2022-10-06,431853
28511,1120,6,134.580000000,2022-10-06,431853
28527,1115,5,74.650000000,2022-10-06,431852
28527,1120,6,134.580000000,2022-10-06,431852
28510,1115,7,104.510000000,2022-10-06,431877
28510,1120,10,224.300000000,2022-10-06,431877
12207,1112,20,177.800000000,2022-10-06,431933
28520,1115,4,59.720000000,2022-10-06,431843
28520,1120,6,134.580000000,2022-10-06,431843
28530,1115,4,59.720000000,2022-10-06,431842
28530,1120,6,134.580000000,2022-10-06,431842
28522,1115,7,104.510000000,2022-10-06,431798
28522,1120,10,224.300000000,2022-10-06,431798
28523,1115,7,104.510000000,2022-10-06,431799
28523,1120,10,224.300000000,2022-10-06,431799
28316,594,18,737.640000000,2022-10-06,431968
20327,1112,20,177.800000000,2022-10-06,431780
20327,1120,10,207.500000000,2022-10-06,431780
20327,9549,22,208.780000000,2022-10-06,431780
16456,594,6,214.800000000,2022-10-06,432004
19897,9596,160,2000.000000000,2022-10-06,432032
14259,594,12,432.720000000,2022-10-06,431930
25526,1112,20,177.800000000,2022-10-06,431893
25526,1120,10,220.700000000,2022-10-06,431893
25526,9549,22,212.740000000,2022-10-06,431893
25526,9596,16,232.800000000,2022-10-06,431893
20062,1112,20,177.800000000,2022-10-06,431789
11764,594,12,491.760000000,2022-10-06,431983
18848,594,18,737.640000000,2022-10-06,431821
4952,1054,8,438.640000000,2022-10-06,431937
28524,1120,10,224.300000000,2022-10-06,431859
17170,1048,12,552.840000000,2022-10-06,431816
17170,1095,30,1326.900000000,2022-10-06,431816
23057,9577,22,242.440000000,2022-10-06,431885
23057,9592,16,270.080000000,2022-10-06,431885
23057,9596,16,232.800000000,2022-10-06,431885
24893,1112,20,177.800000000,2022-10-06,431898
24893,9596,16,232.800000000,2022-10-06,431898
26009,1112,20,177.800000000,2022-10-06,431905
23054,9592,16,270.080000000,2022-10-06,431838
23054,9596,16,232.800000000,2022-10-06,431838
22353,1114,40,355.600000000,2022-10-06,431774
22353,1117,18,285.120000000,2022-10-06,431774
22353,9596,32,465.600000000,2022-10-06,431774
14575,594,12,458.280000000,2022-10-06,431935
22910,1114,40,355.600000000,2022-10-06,431771
22910,1117,18,285.120000000,2022-10-06,431771
22910,9596,32,465.600000000,2022-10-06,431771
12802,1112,20,177.800000000,2022-10-06,431764
12802,1114,20,177.800000000,2022-10-06,431764
12802,9577,22,242.440000000,2022-10-06,431764
28521,1120,11,246.730000000,2022-10-06,431867
21919,594,36,1475.280000000,2022-10-06,431823
28397,1120,10,224.300000000,2022-10-06,431874
28397,9549,6,58.500000000,2022-10-06,431874
28518,1120,10,224.300000000,2022-10-06,431858
28509,1120,11,246.730000000,2022-10-06,431860
21925,1120,10,204.000000000,2022-10-06,431846
21925,1120,1,0.000000000,2022-10-06,431848
28542,1120,10,224.300000000,2022-10-06,431864
20364,9596,160,2000.000000000,2022-10-06,432031
14674,850,4,216.640000000,2022-10-06,431922
7238,1058,20,658.000000000,2022-10-06,431306
21060,847,12,587.760000000,2022-10-06,431456
28535,1120,10,224.300000000,2022-10-06,431856
8529,1057,8,296.000000000,2022-10-06,432029
3122,594,6,233.400000000,2022-10-06,431971
11982,1120,10,220.000000000,2022-10-06,431972
23011,594,1,40.980000000,2022-10-06,431810
19932,1048,6,281.400000000,2022-10-06,431889
28532,1120,5,112.150000000,2022-10-06,431836
27342,594,12,491.760000000,2022-10-06,431779
26339,1048,24,1149.600000000,2022-10-06,431984
26339,1095,36,1688.400000000,2022-10-06,431984
28531,1120,2,44.860000000,2022-10-06,431868
21194,594,12,429.600000000,2022-10-06,431921
13141,1117,54,855.360000000,2022-10-06,431784
16041,9550,44,425.480000000,2022-10-06,431981
16041,9596,80,1164.000000000,2022-10-06,431981
11956,9549,22,220.000000000,2022-10-06,431964
18823,1120,10,220.700000000,2022-10-06,431777
18823,9549,22,212.740000000,2022-10-06,431777
18823,9596,12,174.600000000,2022-10-06,431777
25521,1120,10,207.500000000,2022-10-06,431965
28528,1120,6,134.580000000,2022-10-06,431840
28545,1120,10,224.300000000,2022-10-06,431865
9892,594,24,983.520000000,2022-10-06,431958
9892,9549,22,212.740000000,2022-10-06,431958
28533,1120,7,157.010000000,2022-10-06,431855
23454,1116,5,59.950000000,2022-10-06,431896
23454,9549,5,45.250000000,2022-10-06,431896
28536,1120,6,134.580000000,2022-10-06,431850
4897,1095,18,850.320000000,2022-10-06,431818
16743,1116,18,230.580000000,2022-10-06,431882
16743,9550,22,212.740000000,2022-10-06,431882
27558,1081,8,353.840000000,2022-10-06,431913
12275,594,12,491.760000000,2022-10-06,431665
12275,850,4,224.560000000,2022-10-06,431665
24492,1057,16,581.920000000,2022-10-06,431997
28537,1120,10,224.300000000,2022-10-06,431857
25910,9549,22,212.740000000,2022-10-06,431849
23347,9549,1,11.230000000,2022-10-06,432073
20549,1112,280,2301.600000000,2022-10-06,432092
20549,9550,22,202.620000000,2022-10-06,432092
20549,9596,16,232.800000000,2022-10-06,432092
23867,1112,40,328.800000000,2022-10-06,432094
23867,9550,22,202.620000000,2022-10-06,432094
23867,9596,16,232.800000000,2022-10-06,432094
23869,1112,40,328.800000000,2022-10-06,432084
23869,1120,10,204.000000000,2022-10-06,432084
23869,9549,22,202.620000000,2022-10-06,432084
23869,9596,16,232.800000000,2022-10-06,432084
23870,1112,40,328.800000000,2022-10-06,432086
23870,9549,22,202.620000000,2022-10-06,432086
23870,9596,16,232.800000000,2022-10-06,432086
28650,1114,60,474.600000000,2022-10-06,431902
28650,9549,176,1564.640000000,2022-10-06,431902
23270,9550,2,19.340000000,2022-10-06,432093
8314,594,4,152.760000000,2022-10-06,432226
15474,1054,1,54.830000000,2022-10-06,432220
11764,594,12,491.760000000,2022-10-06,432217
15812,9592,1,13.150000000,2022-10-06,432304
26233,594,1,32.290000000,2022-10-06,432350
28035,1120,10,220.700000000,2022-10-07,432142
28035,9549,12,116.040000000,2022-10-07,432142
28035,9596,16,232.800000000,2022-10-07,432142
28035,1120,1,0.000000000,2022-10-07,432143
28035,9549,2,0.000000000,2022-10-07,432143
28035,9596,1,0.000000000,2022-10-07,432143
19853,1120,2,0.000000000,2022-10-07,432116
19853,1120,20,441.400000000,2022-10-07,432117
21076,1117,18,275.760000000,2022-10-07,432169
21076,9549,22,208.780000000,2022-10-07,432169
21076,9596,16,222.880000000,2022-10-07,432169
22949,594,2,75.720000000,2022-10-07,432314
28540,1115,7,104.510000000,2022-10-07,431813
28540,1120,10,224.300000000,2022-10-07,431813
6875,9337,5,150.450000000,2022-10-07,432346
26595,594,20,819.600000000,2022-10-07,431768
19992,1058,6,252.000000000,2022-10-07,432173
22626,1057,16,650.560000000,2022-10-07,432151
28392,1115,6,89.580000000,2022-10-07,431827
28392,1120,10,224.300000000,2022-10-07,431827
28392,9549,8,78.000000000,2022-10-07,431827
23124,9549,22,212.740000000,2022-10-07,432129
23124,9577,22,242.440000000,2022-10-07,432129
14259,594,12,442.560000000,2022-10-07,432247
23711,1117,18,285.120000000,2022-10-07,432096
23711,9596,32,465.600000000,2022-10-07,432096
23650,594,48,1632.000000000,2022-10-07,432366
21638,1112,10,88.900000000,2022-10-07,432148
21638,1117,10,158.400000000,2022-10-07,432148
21638,9549,10,96.700000000,2022-10-07,432148
21638,9577,10,110.200000000,2022-10-07,432148
21638,9592,10,168.800000000,2022-10-07,432148
9702,1081,30,1417.200000000,2022-10-07,432139
27914,1117,18,285.120000000,2022-10-07,432157
27914,9596,16,232.800000000,2022-10-07,432157
11675,1112,20,177.800000000,2022-10-07,432087
11675,9549,22,212.740000000,2022-10-07,432087
11675,9596,16,232.800000000,2022-10-07,432087
26472,1120,10,220.700000000,2022-10-07,432085
23589,1120,10,220.700000000,2022-10-07,432141
23589,9596,16,232.800000000,2022-10-07,432141
15917,9596,16,232.800000000,2022-10-07,432103
8800,594,76,3114.480000000,2022-10-07,431767
16857,9337,12,331.320000000,2022-10-07,432343
5632,1057,16,624.320000000,2022-10-07,432140
5632,1058,6,243.000000000,2022-10-07,432140
28541,1115,7,104.510000000,2022-10-07,431814
28541,1120,10,224.300000000,2022-10-07,431814
24193,1112,20,178.800000000,2022-10-07,432168
11543,1120,20,408.000000000,2022-10-07,432198
11543,9596,40,538.000000000,2022-10-07,432198
9526,1112,40,355.600000000,2022-10-07,432212
9526,1120,20,441.400000000,2022-10-07,432212
28736,1057,16,496.000000000,2022-10-07,432302
28529,1115,7,104.510000000,2022-10-07,431801
28529,1120,10,224.300000000,2022-10-07,431801
28516,1115,7,104.510000000,2022-10-07,431797
28516,1120,10,224.300000000,2022-10-07,431797
18393,1120,10,220.700000000,2022-10-07,432068
22868,1057,8,287.200000000,2022-10-07,432361
24813,9337,18,544.140000000,2022-10-07,432341
26475,1057,6,234.120000000,2022-10-07,432205
10770,9549,44,425.480000000,2022-10-07,432308
10770,9596,80,1111.200000000,2022-10-07,432308
26756,1120,100,1700.000000000,2022-10-07,432261
13797,594,30,1136.100000000,2022-10-07,432248
27747,9592,10,168.800000000,2022-10-07,432189
27954,1057,8,290.960000000,2022-10-07,432164
27954,9547,10,517.400000000,2022-10-07,432164
6797,9337,12,331.320000000,2022-10-07,432342
18461,9596,16,222.240000000,2022-10-07,432090
12104,9337,6,187.500000000,2022-10-07,432345
25762,594,12,491.760000000,2022-10-07,432195
28399,1115,7,104.510000000,2022-10-07,431824
28399,1120,10,224.300000000,2022-10-07,431824
28399,9549,9,87.750000000,2022-10-07,431824
28539,1115,7,104.510000000,2022-10-07,431808
28539,1120,10,224.300000000,2022-10-07,431808
18688,594,6,214.800000000,2022-10-07,432171
28199,594,18,648.000000000,2022-10-07,432311
18848,594,12,491.760000000,2022-10-07,432252
21043,1095,12,530.760000000,2022-10-07,432089
27940,1057,16,650.560000000,2022-10-07,432150
22440,1101,6,259.080000000,2022-10-07,432299
28052,594,6,214.800000000,2022-10-07,432178
28061,9549,12,116.040000000,2022-10-07,432211
28061,9577,12,132.240000000,2022-10-07,432211
28061,9596,12,174.600000000,2022-10-07,432211
28058,594,9,324.000000000,2022-10-07,432327
28058,594,1,0.000000000,2022-10-07,432329
19652,9549,44,425.480000000,2022-10-07,432128
26012,594,32,1311.360000000,2022-10-07,431770
28396,1120,10,224.300000000,2022-10-07,431829
28396,9549,9,87.750000000,2022-10-07,431829
28398,1115,8,119.440000000,2022-10-07,431835
28398,1120,11,246.730000000,2022-10-07,431835
28398,9549,12,117.000000000,2022-10-07,431835
28505,1115,7,104.510000000,2022-10-07,431794
28505,1120,10,224.300000000,2022-10-07,431794
16867,1112,20,177.800000000,2022-10-07,432053
16867,9549,22,212.740000000,2022-10-07,432053
16867,9596,16,232.800000000,2022-10-07,432053
12986,9549,6,58.020000000,2022-10-07,432196
26339,1048,18,862.200000000,2022-10-07,432187
26339,1095,24,1125.600000000,2022-10-07,432187
24859,1048,24,1149.600000000,2022-10-07,432347
24859,1095,12,562.800000000,2022-10-07,432347
13705,9337,12,362.760000000,2022-10-07,432338
21427,9549,8,77.360000000,2022-10-07,432165
14492,9337,30,906.900000000,2022-10-07,432351
28483,1081,6,265.380000000,2022-10-07,432194
24527,1112,20,177.800000000,2022-10-07,432184
24527,9596,16,232.800000000,2022-10-07,432184
